[2:22:47<00:00, 31.27s/it]
Loss: 1.2822265625
Loss: 1.2236328125
Loss: 1.1630859375
Loss: 0.91064453125
Loss: 1.166015625
Loss: 1.0419921875
Loss: 1.0087890625
Loss: 0.90869140625
Loss: 0.71533203125
Loss: 1.2880859375
Loss: 0.95068359375
Loss: 1.14453125
Loss: 1.146484375
Loss: 1.015625
Loss: 0.7294921875
Loss: 1.138671875
Loss: 0.97509765625
Loss: 0.91943359375
Loss: 0.99267578125
Loss: 1.12109375
Loss: 1.0654296875
Loss: 0.77490234375
Loss: 0.962890625
Loss: 0.8388671875
Loss: 0.7900390625
Loss: 0.9228515625
Loss: 0.96484375
Loss: 1.0419921875
Loss: 1.14453125
Loss: 0.9287109375
Loss: 0.7119140625
Loss: 0.82421875
Loss: 1.1025390625
Loss: 0.9287109375
Loss: 1.0830078125
Loss: 0.94482421875
Loss: 0.97265625
Loss: 1.0849609375
Loss: 1.3798828125
Loss: 1.2392578125
Loss: 1.0830078125
Loss: 1.0888671875
Loss: 0.7705078125
Loss: 1.0244140625
Loss: 1.197265625
Loss: 1.2294921875
Loss: 1.24609375
Loss: 0.625
Loss: 0.7763671875
Loss: 0.98193359375
Loss: 1.0869140625
Loss: 1.18359375
Loss: 1.3251953125
Loss: 0.875
Loss: 1.31640625
Loss: 1.1025390625
Loss: 1.0615234375
Loss: 1.1357421875
Loss: 1.185546875
Loss: 1.1015625
Loss: 1.0107421875
Loss: 0.8662109375
Loss: 0.990234375
Loss: 0.93603515625
Loss: 1.544921875
Loss: 1.1796875
Loss: 1.0537109375
Loss: 0.86328125
Loss: 0.908203125
Loss: 1.2138671875
Loss: 0.9755859375
Loss: 0.8798828125
Loss: 0.830078125
Loss: 0.587890625
Loss: 1.4619140625
Loss: 0.90576171875
Loss: 1.0986328125
Loss: 0.7353515625
Loss: 0.93212890625
Loss: 0.9384765625
Loss: 0.6943359375
Loss: 0.99462890625
Loss: 0.94482421875
Loss: 1.2119140625
Loss: 0.83740234375
Loss: 0.77978515625
Loss: 1.171875
Loss: 0.93505859375
Loss: 1.1298828125
Loss: 1.0537109375
Loss: 1.177734375
Loss: 0.8681640625
Loss: 0.9384765625
Loss: 0.68212890625
Loss: 0.96923828125
Loss: 0.853515625
Loss: 0.86865234375
Loss: 0.95361328125
Loss: 1.583984375
Loss: 0.80419921875
Loss: 0.81396484375
Loss: 0.65576171875
Loss: 1.0341796875
Loss: 0.994140625
Loss: 0.7685546875
Loss: 1.1181640625
Loss: 0.779296875
Loss: 0.74951171875
Loss: 1.072265625
Loss: 1.0556640625
Loss: 0.9072265625
Loss: 1.0859375
Loss: 1.1396484375
Loss: 0.9990234375
Loss: 0.828125
Loss: 0.56396484375
