[2:28:15<00:00, 32.46s/it]
Loss: 0.6806640625

Loss: 0.6923828125

Loss: 0.458251953125

Loss: 0.50439453125

Loss: 0.431396484375

Loss: 0.37939453125

Loss: 0.58740234375

Loss: 0.379150390625

Loss: 0.424072265625

Loss: 0.37158203125

Loss: 0.406982421875

Loss: 0.4453125

Loss: 0.343505859375

Loss: 0.52197265625

Loss: 0.8681640625

Loss: 0.32470703125

Loss: 0.52001953125

Loss: 0.412109375

Loss: 0.412109375

Loss: 0.4765625

Loss: 0.5400390625

Loss: 0.5546875

Loss: 0.393798828125

Loss: 0.2333984375

Loss: 0.442138671875

Loss: 0.775390625

Loss: 0.5830078125

Loss: 0.404296875

Loss: 0.486083984375

Loss: 0.72607421875

Loss: 0.25537109375

Loss: 0.50927734375

Loss: 0.32373046875

Loss: 0.54833984375

Loss: 0.49072265625

Loss: 0.61083984375

Loss: 0.439453125

Loss: 0.50927734375

Loss: 0.4638671875

Loss: 0.330078125

Loss: 0.66845703125

Loss: 0.41552734375

Loss: 0.412353515625

Loss: 0.39892578125

Loss: 0.444580078125

Loss: 0.646484375

Loss: 0.6279296875

Loss: 0.767578125

Loss: 0.4404296875

Loss: 0.55029296875

Loss: 0.5576171875

Loss: 0.76025390625

Loss: 0.70751953125

Loss: 0.63037109375

Loss: 0.5712890625

Loss: 0.40966796875

Loss: 0.350341796875

Loss: 0.3447265625

Loss: 0.34912109375

Loss: 0.41943359375

Loss: 0.78564453125

Loss: 0.420166015625

Loss: 0.360595703125

Loss: 0.7275390625

Loss: 0.521484375

Loss: 0.61083984375

Loss: 0.5126953125

Loss: 0.57666015625

Loss: 0.346923828125

Loss: 0.927734375

Loss: 0.87451171875

Loss: 0.357177734375

Loss: 0.5009765625

Loss: 0.5146484375

Loss: 0.6220703125

Loss: 0.424560546875

Loss: 0.411865234375
