[2:28:13<00:00, 32.46s/it]
Loss: 0.370361328125

Loss: 0.52197265625

Loss: 0.374755859375

Loss: 0.3037109375

Loss: 0.39208984375

Loss: 0.2364501953125

Loss: 0.2369384765625

Loss: 0.48876953125

Loss: 0.57470703125

Loss: 0.278564453125

Loss: 0.462890625

Loss: 0.42138671875

Loss: 0.379150390625

Loss: 0.214111328125

Loss: 0.270263671875

Loss: 0.328857421875

Loss: 0.47265625

Loss: 0.5146484375

Loss: 0.48193359375

Loss: 0.359130859375

Loss: 0.195556640625

Loss: 0.60400390625

Loss: 0.385498046875

Loss: 0.54736328125

Loss: 0.3623046875

Loss: 0.48974609375

Loss: 0.488037109375

Loss: 0.466796875

Loss: 0.303466796875

Loss: 0.6083984375

Loss: 0.42041015625

Loss: 0.3134765625

Loss: 0.3134765625

Loss: 0.1837158203125

Loss: 0.6240234375

Loss: 0.5556640625

Loss: 0.459228515625

Loss: 0.431884765625

Loss: 0.2607421875

Loss: 0.453125

Loss: 0.55712890625

Loss: 0.41162109375

Loss: 0.265625

Loss: 0.4052734375

Loss: 0.2587890625

Loss: 0.5537109375

Loss: 0.3642578125

Loss: 0.408447265625

Loss: 0.39208984375

Loss: 0.42236328125

Loss: 0.315185546875

Loss: 0.70263671875

Loss: 0.3271484375

Loss: 0.2607421875

Loss: 0.496826171875

Loss: 0.458251953125

Loss: 0.3203125

Loss: 0.406982421875

Loss: 0.336669921875

Loss: 0.3291015625

Loss: 0.51123046875

Loss: 0.5771484375

Loss: 0.392578125

Loss: 0.50244140625

Loss: 0.19970703125

Loss: 0.552734375

Loss: 0.49560546875

Loss: 0.390869140625

Loss: 0.38525390625

Loss: 0.4599609375

Loss: 0.39208984375

Loss: 0.29150390625

Loss: 0.5341796875

Loss: 0.330322265625

Loss: 0.4541015625

Loss: 0.6689453125

Loss: 0.2763671875

Loss: 0.496826171875

Loss: 0.2296142578125

Loss: 0.42529296875

Loss: 0.53173828125

Loss: 0.33837890625

Loss: 0.517578125

Loss: 0.349853515625

Loss: 0.418212890625

Loss: 0.31591796875

Loss: 0.270751953125

Loss: 0.362548828125

Loss: 0.34423828125

Loss: 0.501953125

Loss: 0.392578125

Loss: 0.42041015625

Loss: 0.2340087890625

Loss: 0.25634765625

Loss: 0.369384765625

Loss: 0.40576171875

Loss: 0.62158203125

Loss: 0.416748046875

Loss: 0.3935546875

Loss: 0.3623046875

Loss: 0.37353515625

Loss: 0.349609375

Loss: 0.366455078125

Loss: 0.459716796875

Loss: 0.31591796875

Loss: 0.22412109375

Loss: 0.406005859375

Loss: 0.434326171875

Loss: 0.460205078125

Loss: 0.313232421875

Loss: 0.1771240234375

Loss: 0.2047119140625

Loss: 0.45556640625

Loss: 0.376953125

Loss: 0.69091796875

Loss: 0.48583984375

Loss: 0.424560546875

Loss: 0.67041015625

Loss: 0.203125

Loss: 0.53662109375

Loss: 0.58642578125

Loss: 0.4033203125

Loss: 0.365966796875

Loss: 0.1534423828125

Loss: 0.2958984375

Loss: 0.517578125

Loss: 0.33349609375

Loss: 0.40283203125

Loss: 0.370849609375

Loss: 0.334228515625

Loss: 0.22607421875

Loss: 0.48828125

Loss: 0.22314453125

Loss: 0.483154296875

Loss: 0.2401123046875

Loss: 0.397705078125

Loss: 0.50390625

Loss: 0.25732421875

Loss: 0.433349609375

Loss: 0.211181640625

Loss: 0.314208984375

Loss: 0.5419921875

Loss: 0.465576171875

Loss: 0.36279296875

Loss: 0.47802734375

Loss: 0.424072265625

Loss: 0.38330078125

Loss: 0.287109375

Loss: 0.54833984375

Loss: 0.5146484375

Loss: 0.424560546875

Loss: 0.20361328125

Loss: 0.27734375

Loss: 0.307861328125

Loss: 0.415283203125

Loss: 0.427734375

Loss: 0.243896484375

Loss: 0.5224609375

Loss: 0.273193359375

Loss: 0.473388671875

Loss: 0.56298828125

Loss: 0.39599609375

Loss: 0.494873046875

Loss: 0.287841796875

Loss: 0.54541015625

Loss: 0.498291015625

Loss: 0.334716796875

Loss: 0.3271484375

Loss: 0.60205078125

Loss: 0.59912109375

Loss: 0.380126953125

Loss: 0.342041015625

Loss: 0.362548828125

Loss: 0.59423828125

Loss: 0.28759765625

Loss: 0.712890625

Loss: 0.2025146484375

Loss: 0.3935546875

Loss: 0.24951171875

Loss: 0.377685546875

Loss: 0.331298828125

Loss: 0.379150390625

Loss: 0.52099609375

Loss: 0.5087890625

Loss: 0.1627197265625

Loss: 0.486328125

Loss: 0.407470703125

Loss: 0.59814453125

Loss: 0.41796875

Loss: 0.4580078125

Loss: 0.369873046875

Loss: 0.55908203125

Loss: 0.6220703125

Loss: 0.427978515625

Loss: 0.267333984375

Loss: 0.50537109375

Loss: 0.6328125

Loss: 0.368408203125

Loss: 0.51171875

Loss: 0.375

Loss: 0.259033203125

Loss: 0.432861328125

Loss: 0.3291015625

Loss: 0.4140625

Loss: 0.46826171875

Loss: 0.595703125

Loss: 0.52294921875

Loss: 0.458984375

Loss: 0.2783203125

Loss: 0.417236328125

Loss: 0.513671875

Loss: 0.50634765625

Loss: 0.2880859375

Loss: 0.64404296875

Loss: 0.29345703125

Loss: 0.29638671875

Loss: 0.418212890625

Loss: 0.30859375

Loss: 0.6181640625

Loss: 0.456787109375

Loss: 0.50048828125

Loss: 0.484619140625

Loss: 0.32763671875

Loss: 0.39111328125

Loss: 0.4072265625

Loss: 0.84326171875

Loss: 0.35888671875

Loss: 0.42333984375

Loss: 0.335693359375

Loss: 0.34130859375

Loss: 0.343505859375

Loss: 0.5322265625

Loss: 0.352294921875

Loss: 0.43212890625

Loss: 0.374755859375

Loss: 0.47900390625

Loss: 0.33349609375

Loss: 0.302001953125

Loss: 0.36669921875

Loss: 0.64794921875

Loss: 0.6513671875

Loss: 0.435791015625

Loss: 0.31103515625

Loss: 0.4013671875

Loss: 0.335693359375

