[3:01:21<00:00, 39.71s/it]
Loss: 1.162109375

Loss: 0.90234375

Loss: 0.95458984375

Loss: 1.0107421875

Loss: 1.5244140625

Loss: 1.2734375

Loss: 1.125

Loss: 0.84912109375

Loss: 1.2373046875

Loss: 1.5732421875

Loss: 1.04296875

Loss: 1.0166015625

Loss: 1.2822265625

Loss: 0.99267578125

Loss: 1.1220703125

Loss: 1.0322265625

Loss: 1.029296875

Loss: 0.91845703125

Loss: 0.84814453125

Loss: 1.0009765625

Loss: 0.6962890625

Loss: 0.8564453125

Loss: 1.0849609375

Loss: 0.896484375

Loss: 0.927734375

Loss: 0.76708984375

Loss: 1.0517578125

Loss: 1.025390625

Loss: 1.16796875

Loss: 0.7431640625

Loss: 1.0224609375

Loss: 0.85498046875

Loss: 0.923828125

Loss: 1.130859375

Loss: 0.982421875

Loss: 0.685546875

Loss: 0.78271484375

Loss: 1.189453125

Loss: 1.04296875

Loss: 1.322265625

Loss: 1.037109375

Loss: 0.9375

Loss: 0.72900390625

Loss: 0.90478515625

Loss: 0.97314453125

Loss: 1.1123046875

Loss: 0.77587890625

Loss: 1.029296875

Loss: 0.85791015625

Loss: 1.2529296875

Loss: 1.423828125

Loss: 1.24609375

Loss: 0.904296875

Loss: 0.79443359375

Loss: 1.2431640625

Loss: 1.0927734375

Loss: 0.82373046875

Loss: 1.0244140625

Loss: 0.98046875

Loss: 1.1953125

Loss: 1.3759765625

Loss: 0.8525390625

Loss: 1.134765625

Loss: 0.7119140625

Loss: 1.083984375

Loss: 0.89892578125

Loss: 0.98193359375

Loss: 1.0810546875

Loss: 0.796875

Loss: 0.90478515625

Loss: 0.984375

Loss: 1.2109375

Loss: 1.1923828125

Loss: 0.59228515625

Loss: 0.90478515625

Loss: 0.60107421875

Loss: 1.06640625

Loss: 0.7587890625

Loss: 1.2021484375

Loss: 0.6064453125

Loss: 0.8974609375

Loss: 1.2099609375

Loss: 0.90576171875

Loss: 1.0458984375

Loss: 0.73193359375

Loss: 0.87939453125

Loss: 0.900390625

Loss: 0.78857421875

Loss: 1.0859375

Loss: 1.2041015625

Loss: 1.193359375

Loss: 0.814453125

Loss: 1.287109375

Loss: 1.1787109375

Loss: 0.99169921875

Loss: 0.97607421875

Loss: 0.681640625

Loss: 1.033203125

Loss: 0.9951171875

Loss: 1.08984375

Loss: 0.71875

Loss: 0.921875

Loss: 0.64306640625

Loss: 0.8994140625

Loss: 1.0986328125

Loss: 1.1650390625

Loss: 0.98974609375

Loss: 0.8837890625

Loss: 1.421875

Loss: 1.228515625

Loss: 0.80224609375

Loss: 0.8388671875

Loss: 1.0029296875

Loss: 0.953125

Loss: 0.71826171875

Loss: 0.65625

Loss: 1.1982421875

Loss: 0.615234375

Loss: 0.80615234375

Loss: 0.7802734375

Loss: 0.8154296875

Loss: 1.2138671875

Loss: 0.92529296875

Loss: 0.6494140625

Loss: 0.61328125

Loss: 0.93603515625

Loss: 0.75146484375

Loss: 1.1650390625

Loss: 1.1611328125

Loss: 1.109375

Loss: 0.78369140625

Loss: 0.94091796875

Loss: 0.76123046875

Loss: 0.89208984375

Loss: 0.307373046875
